name,artist,popularity,id,release_date,track_number,explicit,duration_ms,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",76,4cG7HUWYHBV6R6tHn1gxrl,2021-01-15,1,False,169153,67,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98
EARFQUAKE,"Tyler, The Creator",81,5hVghJ4KaYES3BFUATCYn0,2019-05-17,2,True,190066,86,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635
November Rain,Guns N' Roses,78,3YRCqOhFifThpSRFJ1VWFM,1991-09-17,10,False,536066,81,0.294,0.64,11.0,-9.316,1.0,0.0291,0.016,0.22,0.112,0.226,79.79
Paradise City,Guns N' Roses,79,6eN1f9KNmiWEhpE2RhQqB5,1987-07-21,6,False,405600,81,0.268,0.98,11.0,-5.959,1.0,0.101,0.019,0.00692,0.182,0.39,100.316
Nevermind,Dennis Lloyd,79,63SevszngYpZOwf63o61K4,2017-06-30,1,False,156600,68,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977
Use Somebody,Kings of Leon,79,5VGlqQANWDKJFl0MBG3sg2,2008-09-23,4,False,230760,78,0.276,0.715,0.0,-5.356,1.0,0.0432,0.00552,0.000417,0.201,0.173,137.028
Not Afraid,Eminem,78,7Ie9W94M7OjPoZVV216Xus,2010-06-18,7,True,248133,93,0.855,0.954,0.0,-1.19,0.0,0.264,0.529,0.0,0.205,0.668,114.635
Low (feat. T-Pain),"Flo Rida, T-Pain",80,0CAfXk7DXMnon4gLudAp7J,2008-03-17,5,False,231400,81,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008
I WANNA BE YOUR SLAVE,Måneskin,82,4pt5fDVTg5GhEvEtlz9dKk,2021-03-19,4,True,173346,81,0.75,0.608,1.0,-4.008,1.0,0.0387,0.00165,0.0,0.178,0.958,132.507
SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland",79,0O45fw2L5vsWpdsOdXwNAR,2006-09-12,2,True,242733,82,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0
Everywhere - 2017 Remaster,Fleetwood Mac,80,254bXAqt3zP6P50BdQvEsq,1987-04-13,3,False,226653,83,0.73,0.487,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.731,114.965
How You Remind Me,Nickelback,84,0gmbgwZ8iqyMPmXefof8Yf,2001-09-11,2,False,223840,80,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094
Walking On A Dream,Empire Of The Sun,79,5r5cp9IpziiIsR6b93vcnQ,2008-10-03,2,False,198440,77,0.871,0.701,5.0,-5.594,0.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",72,6lV2MSQmRIkycDScNtrBXO,2010-04-27,4,True,180480,74,0.66,0.867,6.0,-4.285,0.0,0.116,0.11,0.0,0.0368,0.377,93.033
Fast Car,Tracy Chapman,79,2M9ro2krNb7nr7HSprkEgo,1988-04-05,2,False,296800,72,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951
Streets,Doja Cat,81,60ynsPSSKe6O3sfwRnIBRf,2019-11-07,9,True,226986,86,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035
Best Day Of My Life,American Authors,77,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,3,False,194240,65,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000227,0.0558,0.536,100.012
Don't You (Forget About Me),Simple Minds,74,3fH4KjXFYMmljxrcGrbPj9,1985,1,False,263040,67,0.66,0.816,2.0,-6.61,1.0,0.0299,0.168,0.0181,0.0608,0.678,111.346
The Middle,Jimmy Eat World,80,6GG73Jik4jUlQCkKg9JuGO,2001-07-17,3,False,165853,69,0.643,0.849,2.0,-5.428,1.0,0.0526,0.0371,0.0,0.058,0.903,162.152
505,Arctic Monkeys,80,58ge6dfP91o9oXMzq3XkIS,2007-04-24,12,False,253586,87,0.52,0.852,0.0,-5.866,1.0,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267
Complicated,Avril Lavigne,82,5xEM5hIgJ1jjgcEBfpkt2F,2002-06-04,2,False,244506,78,0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987
More Than a Feeling,Boston,77,1QEEqeFIZktqIpPI4jSVSF,1976,1,False,285133,67,0.377,0.681,7.0,-8.039,1.0,0.0298,0.00088,0.0023,0.0504,0.285,108.789
Stan,"Eminem, Dido",79,3UmaczJpikHgJFyBTAJVoz,2000-05-23,3,True,404106,93,0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,80.063
the remedy for a broken heart (why am I so in love),XXXTENTACION,74,4UKCKdYiLN6IMA5ZESUTL7,2018-03-16,5,True,160184,88,0.699,0.304,1.0,-11.192,1.0,0.0993,0.779,0.000993,0.137,0.271,119.705
"Sugar, We're Goin Down",Fall Out Boy,76,2TfSHkHiFO4gRztVIkggkE,2005-05-03,4,False,229093,80,0.494,0.842,7.0,-4.784,1.0,0.0843,0.00579,0.0,0.122,0.574,162.011
Super Bass,Nicki Minaj,78,3hlksXnvbKogFdPbpO9vel,2010-11-22,14,True,200013,87,0.723,0.86,11.0,-4.357,1.0,0.203,0.271,4.56e-06,0.598,0.667,126.979
Never Gonna Give You Up,Rick Astley,10,4cOdK2wGLETKBW3PvgPWqT,1987-11-12,1,False,213573,66,0.721,0.939,8.0,-11.823,1.0,0.0376,0.115,3.79e-05,0.108,0.914,113.309
I Was Made For Lovin' You,KISS,81,07q0QVgO56EorrSGHC48y3,1979-03-23,1,False,271240,73,0.768,0.852,4.0,-6.215,1.0,0.038,0.214,7.36e-05,0.0723,0.867,128.373
Careless Whisper,George Michael,77,4jDmJ51x1o9NZB5Nxxc7gY,1998-11-09,3,False,300106,74,0.574,0.628,2.0,-8.815,0.0,0.036,0.13,0.0,0.271,0.803,153.119
SUBEME LA RADIO,"Enrique Iglesias, Descemer Bueno, Zion & Lennox",65,0mnAmQX1pciMncT2qFCNmK,2021-09-17,7,False,207680,78,0.689,0.808,0.0,-3.28,1.0,0.0572,0.0721,0.0,0.241,0.674,91.012
Last Friday Night (T.G.I.F.),Katy Perry,75,3avYqdwHKEq8beXbeWCKqJ,2010-01-01,2,False,230733,87,0.652,0.81,3.0,-3.789,0.0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022
You Shook Me All Night Long,AC/DC,85,2SiXAy7TuUkycRVbbWDEpo,1980-07-25,7,False,210173,83,0.532,0.767,7.0,-5.509,1.0,0.0574,0.00287,0.000513,0.39,0.755,127.361
How You Like That,BLACKPINK,72,4SFknyjLcyTLJFPKD2m96o,2020-10-02,1,False,182956,81,0.812,0.761,11.0,-5.222,1.0,0.0812,0.0465,0.000135,0.0601,0.344,130.032
Remember the Name (feat. Styles of Beyond),"Fort Minor, Styles Of Beyond",67,6ndmKwWqMozN2tcZqzCX4K,2005-11-21,2,True,230493,61,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
R U Mine?,Arctic Monkeys,80,2AT8iROs4FQueDv2c8q2KE,2013-09-09,2,False,201726,87,0.288,0.758,6.0,-5.692,0.0,0.0371,0.00616,0.0,0.303,0.619,97.094
Fluorescent Adolescent,Arctic Monkeys,70,7e8utCy2JlSB8dRHKi49xM,2007-04-24,5,False,173493,87,0.646,0.813,6.0,-5.29,0.0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115
Total Eclipse of the Heart,Bonnie Tyler,80,7wuJGgpTNzbUyn26IOY6rj,2009-03-26,48,False,267360,70,0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141
American Pie,Don McLean,75,1fDsrQ23eTAVFElUMaf38X,1971,1,False,516893,64,0.529,0.482,4.0,-11.709,0.0,0.0599,0.7,0.0,0.0842,0.492,138.453
Dog Days Are Over,Florence + The Machine,73,1YLJVmuzeM2YSUkCCaTNUB,2009,1,False,251840,78,0.492,0.81,7.0,-5.315,1.0,0.0847,0.0416,0.00379,0.117,0.245,149.954
Starships,Nicki Minaj,73,1oHNvJVbFkexQc0BpQp7Y4,2011-01-01,10,True,210626,87,0.747,0.716,11.0,-2.457,0.0,0.0751,0.135,0.0,0.251,0.751,125.006
I Write Sins Not Tragedies,Panic! At The Disco,71,4bPQs0PHn4xbipzdPfn6du,2005-09-27,10,False,186634,77,0.569,0.83,9.0,-4.106,0.0,0.14,0.0807,0.0,0.114,0.609,170.094
Mistletoe,Justin Bieber,64,7xapw9Oy21WpfEcib2ErSA,2011-01-01,2,False,182946,90,0.658,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.854,161.993
Moscow Mule,Bad Bunny,80,6Xom58OOXk2SoU711L2IXO,2022-05-06,1,True,245939,95,0.804,0.674,5.0,-5.453,0.0,0.0333,0.294,1.18e-06,0.115,0.292,99.968
"You're Gonna Go Far, Kid",The Offspring,81,6TfBA04WJ3X1d1wXhaCFVT,2008-06-17,3,True,177826,78,0.55,0.917,0.0,-3.159,1.0,0.0638,0.00428,0.0,0.197,0.601,126.115
Habits (Stay High),Tove Lo,73,14OxJlLdcHNpgsm4DRwDOB,2014-01-01,13,False,209160,74,0.729,0.65,5.0,-3.539,1.0,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02
I'm Still Standing,Elton John,83,1jDJFeK9x3OZboIAHsY9k2,1983-05-30,2,False,183440,84,0.505,0.904,6.0,-6.863,1.0,0.179,0.355,0.118,0.14,0.773,176.811
Your Song,Elton John,79,38zsOOcu31XbbYj9BIPUF1,1970-04-10,1,False,241786,84,0.552,0.315,3.0,-11.028,1.0,0.0299,0.828,5.52e-06,0.101,0.324,128.187
Tiny Dancer,Elton John,76,2TVxnKdb3tqe1nhQWwwZCO,1971-11-05,1,False,377093,84,0.414,0.428,0.0,-11.097,1.0,0.0278,0.382,0.000243,0.148,0.282,145.075
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,80,3vkQ5DAB1qQMYO4Mr9zJN6,1979,13,False,292613,82,0.749,0.491,10.0,-9.655,1.0,0.0403,0.02,0.00899,0.159,0.536,119.528
California Dreamin' - Single Version,The Mamas & The Papas,80,4s6LhHAV5SEsOV0lC2tjvJ,1966-03,7,False,162373,70,0.552,0.608,1.0,-9.786,0.0,0.0345,0.352,0.0,0.0533,0.637,112.367
Song 2 - 2012 Remaster,Blur,79,1FTSo4v6BOZH9QxKc3MbVM,1997-02-10,2,False,121160,71,0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.00708,0.0753,0.918,129.802
Electric Feel,MGMT,79,3FtYbEfBqAlGO46NUDQSAt,2007-12-14,4,False,229640,75,0.763,0.803,1.0,-3.713,1.0,0.0351,0.0709,0.285,0.348,0.561,103.04
I Want You Back,The Jackson 5,75,5LxvwujISqiB8vpRYv887S,1969-12-18,3,False,176333,66,0.469,0.538,8.0,-13.559,1.0,0.0575,0.305,0.000114,0.37,0.885,196.606
Ain't No Sunshine,Bill Withers,82,1k1Bqnv2R0uJXQN4u6LKYt,1971-05-01,2,False,125093,75,0.527,0.415,4.0,-11.451,0.0,0.122,0.457,1.72e-05,0.117,0.515,78.169
How Deep Is Your Love,Bee Gees,60,3ZP18us6p6LHOZMG1LLUjF,2020-12-11,18,False,241093,78,0.594,0.5,5.0,-5.586,0.0,0.0255,0.076,9.86e-05,0.184,0.537,104.996
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",77,0O6u0VJ46W86TxN9wgyqDj,2022-06-03,5,True,192840,92,0.733,0.67,5.0,-6.009,1.0,0.0751,0.121,0.0,0.121,0.472,100.964
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",70,2DB4DdfCFMw1iaR6JaR03a,2022-04-07,4,False,206070,82,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996
"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira",77,4nrPB8O7Y7wsOCJdgXkthe,2023-01-11,1,False,214945,82,0.842,0.745,2.0,-4.231,0.0,0.0399,0.281,2.61e-05,0.118,0.53,122.06
Apologize,OneRepublic,67,1NrJYpdAi7uosDRPmSYrsG,2007-01-01,4,False,208106,85,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008
...Baby One More Time,Britney Spears,82,3MjUtNVVq3C8Fn0MP3zhXa,1999-01-12,1,False,211066,83,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96
Oops!...I Did It Again,Britney Spears,80,6naxalmIoLFWR0siv8dnQQ,2000-05-16,1,False,211160,83,0.751,0.834,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053
Last Night,Morgan Wallen,82,7K3BhSpAxZBznislvUMVtn,2023-03-03,2,True,163854,91,0.492,0.673,6.0,-5.431,1.0,0.0347,0.413,0.0,0.137,0.488,203.812
Whiskey Glasses,Morgan Wallen,51,6foY66mWZN0pSRjZ408c00,2018-04-27,4,False,234346,91,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959
Crazy Little Thing Called Love - Remastered 2011,Queen,71,35ItUJlMtjOQW3SSiTCrrw,1980-06-27,5,False,163373,86,0.599,0.762,0.0,-6.887,1.0,0.0423,0.714,4.43e-06,0.35,0.715,76.961
Killer Queen - Remastered 2011,Queen,68,7GqWnsKhMtEW0nzki5o0d8,1974-11-08,2,False,179600,86,0.535,0.65,10.0,-6.328,1.0,0.0554,0.379,0.0,0.14,0.61,117.188
We Are The Champions - Remastered 2011,Queen,63,7ccI9cStQbQdystvc6TvxD,1977-10-28,2,False,179200,86,0.268,0.459,7.0,-6.948,0.0,0.0346,0.378,0.0,0.119,0.172,64.223
I Want To Break Free - Remastered 2011,Queen,60,7h2yhVxcZOGyQdOwD4Hu8J,1984-02-27,2,False,258013,86,0.795,0.433,4.0,-8.927,1.0,0.0324,0.0853,0.000284,0.0762,0.6,108.947
You Need To Calm Down,Taylor Swift,78,6RRNNciQGZEXnqk8SQ9yv5,2019-08-23,14,False,171360,100,0.771,0.671,2.0,-5.617,1.0,0.0553,0.00929,0.0,0.0637,0.714,85.026
Daylight,David Kushner,83,1odExI7RdWc4BT515LTAwj,2023-04-14,1,False,212953,77,0.508,0.43,2.0,-9.475,0.0,0.0335,0.83,0.000441,0.093,0.324,130.09
CLASSY 101,"Feid, Young Miko",74,6XSqqQIy7Lm7SnwxS4NrGx,2023-03-31,1,True,195986,92,0.859,0.658,11.0,-4.79,1.0,0.159,0.145,0.0,0.12,0.672,100.065
Shut up My Moms Calling,Hotel Ugly,86,3hxIUxnT27p5WcmjGUXNwx,2020-02-10,1,False,164571,76,0.485,0.409,9.0,-10.711,0.0,0.101,0.325,0.0,0.103,0.376,138.419
Those Eyes,New West,77,50x1Ic8CaXkYNvjmxe3WXy,2019-05-10,1,False,220750,70,0.594,0.348,4.0,-8.297,1.0,0.0285,0.709,2.12e-05,0.317,0.248,120.048
Like Crazy,Jimin,77,3Ua0m0YmEjrMi9XErKcNiR,2023-03-24,3,False,212241,89,0.629,0.733,7.0,-5.445,1.0,0.0419,0.0025,0.0,0.357,0.362,120.001
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",77,5Odq8ohlgIbQKMZivbWkEo,2022-10-06,6,False,154486,81,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
Lovers Rock,TV Girl,86,6dBUzqjtbnIa1TwYbyw5CM,2014-06-05,9,False,213920,83,0.559,0.871,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97
Lonely,Akon,77,4v7DCN09hgXkKazefkznDQ,2005-01-01,8,True,235800,83,0.634,0.526,5.0,-7.881,0.0,0.0333,0.339,0.0,0.257,0.623,90.087
"Sex, Drugs, Etc.",Beach Weather,82,7MlDNspYwfqnHxORufupwq,2023-03-03,11,False,196784,71,0.57,0.842,4.0,-5.085,0.0,0.0381,0.0136,0.00876,0.524,0.47,143.975
Cupid - Twin Ver.,FIFTY FIFTY,25,7FbrGaHYVDmfr7KoLIZnQ7,2023-02-24,2,False,174253,69,0.783,0.592,11.0,-8.332,0.0,0.0331,0.435,4.15e-06,0.347,0.726,120.018
un x100to,"Grupo Frontera, Bad Bunny",0,4QctbZRsuWYPT0pbKg7u75,2023-08-03,2,False,194563,85,0.67,0.722,9.0,-4.088,1.0,0.0406,0.217,0.0,0.27,0.57,84.565
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",74,6AQbmUe0Qwf5PZnt4HmTXv,2023-02-03,1,True,131013,77,0.696,0.809,5.0,-8.254,1.0,0.05,0.252,0.000128,0.248,0.857,132.962
Angels Like You,Miley Cyrus,82,1daDRI9ahBonbWD8YcxOIB,2020-11-27,3,False,196453,84,0.672,0.642,5.0,-4.035,1.0,0.0313,0.0981,0.0,0.1,0.494,121.981
Yandel 150,"Yandel, Feid",73,4FAKtPVycI4DxoOHC01YqD,2023-01-13,4,True,216148,81,0.783,0.729,6.0,-3.549,0.0,0.0691,0.0492,0.000272,0.1,0.58,167.968
Island In The Sun,Weezer,78,2MLHyLy5z5l5YRp7momlgw,2001-05-15,4,False,200306,75,0.654,0.81,4.0,-6.26,0.0,0.0288,0.00719,0.00251,0.165,0.661,114.622
La Bebe - Remix,"Yng Lvcas, Peso Pluma",82,2UW7JaomAMuX9pZrjVpHAU,2023-03-17,1,True,234352,71,0.812,0.479,2.0,-5.678,0.0,0.333,0.213,1.21e-06,0.0756,0.559,169.922
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",80,1Y3LN4zO1Edc2EluIoSPJN,2022-04-22,1,False,176440,75,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19
TQG,"KAROL G, Shakira",82,0DWdj2oZMBFSzRsi2Cvfzf,2023-02-24,6,True,197933,92,0.587,0.647,4.0,-3.385,0.0,0.327,0.619,0.0,0.106,0.686,90.123
Here With Me,d4vd,84,5LrN7yUQAzvthd4QujgPFr,2023-05-26,2,False,242484,79,0.575,0.45,4.0,-9.306,1.0,0.0259,0.531,6.59e-05,0.124,0.263,132.039
Hey Mor,"Ozuna, Feid",79,1zsPaEkglFvxjAhrM8yhpr,2022-10-07,9,False,196600,87,0.901,0.589,1.0,-6.713,0.0,0.289,0.00302,0.000237,0.0992,0.399,98.002
Flashing Lights,"Kanye West, Dwele",83,5TRPicyLGbAF2LGBFbHGvO,2007-09-11,9,True,237506,93,0.639,0.628,6.0,-7.578,0.0,0.0398,0.0381,0.0,0.386,0.43,90.482
Don’t Blame Me,Taylor Swift,84,1R0a2iXumgCiFb7HEZ7gUE,2017-11-10,4,False,236413,100,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917
SNAP,Rosa Linn,70,76OGwb5RA9h4FxQPT33ekc,2022-03-19,1,False,179551,68,0.565,0.636,0.0,-8.198,1.0,0.0638,0.107,9.9e-06,0.447,0.525,170.01
Late Night Talking,Harry Styles,77,1qEmFfgcLObUfQm0j1W2CK,2022-05-20,2,False,177954,84,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996
Ella Baila Sola,"Eslabon Armado, Peso Pluma",74,3qQbCzHBycnDpGskqOWY0E,2023-04-28,6,False,165671,79,0.668,0.758,5.0,-5.176,0.0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989
Lost,Frank Ocean,82,3GZD6HmiNUhxXYf8Gch723,2012-07-10,11,True,234093,88,0.913,0.603,8.0,-4.892,1.0,0.226,0.0272,0.000503,0.167,0.497,123.061
Summertime Sadness,Lana Del Rey,74,1Ist6PR2BZR3n2z2Y5R6S1,2012-01-01,11,False,264773,92,0.566,0.647,1.0,-6.815,0.0,0.0335,0.0477,0.0,0.121,0.22,111.96
Video Games,Lana Del Rey,71,3WD91HQDBIavSapet3ZpjG,2012-01-01,4,False,281946,92,0.39,0.252,6.0,-9.666,0.0,0.0298,0.808,0.0,0.0887,0.181,122.053
Delicate,Taylor Swift,79,6NFyWDv5CjfwuzoCkw47Xf,2017-11-10,5,False,232253,100,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045
My Girl,The Temptations,80,745H5CctFr12Mo7cqa1BMH,1965-03-22,3,False,165000,69,0.574,0.418,0.0,-10.739,1.0,0.0345,0.636,0.0,0.0961,0.692,104.57
Firework,Katy Perry,71,4r6eNCsrZnQWJzzvFh4nlg,2010-01-01,4,False,227893,87,0.638,0.831,8.0,-5.039,1.0,0.049,0.142,0.0,0.113,0.649,124.071
PRC,"Peso Pluma, Natanael Cano",69,0cNSq9T5l8gZnpY14rsTR2,2023-06-29,12,True,184066,93,0.784,0.826,7.0,-6.34,0.0,0.0538,0.0965,7.09e-05,0.123,0.893,138.078
Roxanne,The Police,79,3EYOJ48Et32uATr9ZmLnAo,1978-11-02,3,False,191946,78,0.618,0.748,0.0,-8.905,1.0,0.358,0.0384,4.1e-06,0.0473,0.663,134.114
Lovin On Me,Jack Harlow,81,4xhsWYTOGcal8zt0J161CU,2023-11-10,1,True,138411,79,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983
What's My Age Again?,blink-182,79,4LJhJ6DQS7NwE7UKtvcM52,1999-06-01,5,True,148360,80,0.391,0.951,6.0,-7.419,1.0,0.0688,0.012,0.000446,0.0878,0.468,157.663
I Miss You,blink-182,76,1oTo3ijRbaDAtrjJrGAPSw,2003-01-01,3,False,227240,80,0.655,0.781,11.0,-6.547,1.0,0.034,0.00103,5.33e-06,0.0867,0.584,110.024
Forever Young - 2019 Remaster,Alphaville,66,6XHNIbru8xGohLzHNgxQvF,1984,6,False,226000,74,0.483,0.471,9.0,-9.711,0.0,0.0284,0.397,0.000336,0.331,0.291,137.012
Breakeven,The Script,78,285hMzLhJwHVLe9QT9qilk,2008-07-14,5,False,261426,77,0.63,0.696,10.0,-4.501,1.0,0.0242,0.144,0.0,0.0835,0.491,94.034
You Make My Dreams (Come True),Daryl Hall & John Oates,80,4o6BgsqLIBViaGVbx5rbRk,1980,8,False,190626,76,0.751,0.501,5.0,-12.151,1.0,0.0551,0.234,0.112,0.0467,0.902,167.057
The Reason,Hoobastank,79,5B5eTk7DF8KVp1zpQoY1XY,2024-01-12,8,False,232800,67,0.474,0.671,4.0,-4.649,1.0,0.0289,0.0129,0.0,0.159,0.0682,82.94
Reminder,The Weeknd,81,37F0uwRSrdzkBiuj0D5UHI,2016-11-25,4,True,218880,96,0.705,0.505,8.0,-6.923,1.0,0.193,0.142,0.0,0.164,0.388,160.053
Until I Found You,Stephen Sanchez,77,0T5iIrXA4p5GsubkhuBIKV,2021-09-01,1,False,177720,75,0.539,0.508,10.0,-6.05,1.0,0.0288,0.727,0.0,0.174,0.227,101.358
Empire State Of Mind,"JAY-Z, Alicia Keys",80,2igwFfvr1OAGX9SKDCPBwO,2009-09-08,5,True,276920,85,0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585
S&M,Rihanna,82,7ySUcLPVX7KudhnmNcgY2D,2010-01-01,1,True,243600,91,0.769,0.685,1.0,-5.019,1.0,0.041,0.0105,0.000124,0.0887,0.836,127.977
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,76,3mRM4NM8iO7UBqrSigCQFH,1979-01-01,5,False,285373,78,0.703,0.827,10.0,-7.179,0.0,0.0343,0.032,0.00636,0.179,0.944,103.564
Paint The Town Red,Doja Cat,54,4dHRp03oxqJQfjGU8ECo7v,2023-08-03,1,False,231750,86,0.841,0.558,2.0,-8.519,0.0,0.246,0.255,6.5e-06,0.0955,0.746,99.959
Big Poppa - 2007 Remaster,The Notorious B.I.G.,69,63BcfK6YAzJYeISaTPr6IO,2007-03-02,2,True,249866,79,0.765,0.671,9.0,-5.249,0.0,0.278,0.344,0.0,0.0506,0.798,84.5
we fell in love in october,girl in red,85,6IPwKM3fUUzlElbvKw2sKl,2018-11-21,1,False,184153,76,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96
favorite crime,Olivia Rodrigo,83,5JCoSi02qi3jJeHdZXMmR8,2021-05-21,10,False,152666,88,0.369,0.272,9.0,-10.497,1.0,0.0364,0.866,0.0,0.147,0.218,172.929
Should I Stay or Should I Go - Remastered,The Clash,81,39shmbIHICJ2Wxnk1fPSdz,1982,3,False,188986,72,0.743,0.836,2.0,-6.465,1.0,0.116,0.0804,0.0,0.384,0.82,113.375
Don't Call Me Up,Mabel,43,5Xc9L411IGVexidbaF7CHG,2019-08-02,5,False,178493,54,0.684,0.872,9.0,-2.85,1.0,0.124,0.31,3.18e-06,0.0725,0.261,98.891
No Scrubs,TLC,82,1KGi9sZVMeszgZOWivFpxs,1999-02-23,5,False,214400,71,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
greedy,Tate McRae,62,6wCv0m87EJ6kYGUi5c0kbG,2023-12-07,2,False,129686,85,0.752,0.701,6.0,-3.542,0.0,0.0342,0.27,0.0,0.215,0.836,111.02
Just Dance,"Lady Gaga, Colby O'Donis",75,2x7MyWybabEz6Y6wvHuwGE,2008-01-01,1,False,241933,91,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.28e-05,0.181,0.745,118.99
Only Girl (In The World),Rihanna,55,6jAsmDJI8iPhGWtS27kZ67,2010-11-15,5,False,235520,91,0.786,0.716,11.0,-4.253,0.0,0.0409,0.101,1.62e-05,0.0557,0.596,125.924
Way down We Go,KALEO,82,0y1QJc3SJVPKJ1OvFmFqe6,2016-06-10,2,False,213706,72,0.489,0.505,10.0,-8.022,0.0,0.117,0.579,0.000333,0.104,0.337,163.255
With Or Without You,U2,53,6QPhpvO1pWDS91EsEmzsbc,2006-01-01,4,False,296226,78,0.546,0.539,2.0,-7.342,1.0,0.0267,0.000135,0.235,0.119,0.122,109.92
Are You With Me - Radio Edit,Lost Frequencies,68,2glGP8kEfACgJdZ86kWxhN,2016-10-21,12,False,138013,81,0.763,0.608,5.0,-8.1,0.0,0.035,0.262,2.5e-05,0.12,0.393,121.02
Ms. Jackson,Outkast,82,0I3q5fE6wg7LIfHGngUTnV,2000-10-31,5,True,270506,77,0.843,0.806,4.0,-5.946,0.0,0.269,0.143,0.0,0.0771,0.613,94.948
Father Stretch My Hands Pt. 1,Kanye West,83,4KW1lqgSr8TKrvBII0Brf8,2016-06-10,2,True,135920,93,0.724,0.573,7.0,-4.113,1.0,0.0549,0.118,0.0,0.538,0.438,113.088
This Love,Maroon 5,83,6ECp64rv50XVz93WvxXMGF,2002,2,False,206200,87,0.712,0.862,5.0,-4.612,0.0,0.0378,0.0525,0.0,0.093,0.809,95.051
Little Talks,Of Monsters and Men,78,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,6,False,266600,69,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.0,0.146,0.417,102.961
Good Days,SZA,81,4PMqSO5qyjpvzhlLI5GnID,2022-12-09,22,True,278480,90,0.461,0.651,1.0,-8.81,0.0,0.0568,0.418,1.26e-05,0.782,0.383,121.07
